className,endpoint,environment,facility,full_message,inbound_json,ip,loggerLevel,logId,message,requesterId,requestMethod,server,server_fqdn,service,simpleClassName,source,StackTrace,tenant,timestamp,userId,username
com.middleware.nuvelink.apigateway.config.InboundOutboundLoggingFilter,http://localhost:8081/api/v1/catalogs/ftp/retrieve,local,logstash-gelf,"Inbound Request : {""endpoint"":""http://localhost:8081/api/v1/catalogs/ftp/retrieve"",""requestMethod"":""POST"",""ip"":""ip6-localhost"",""userId"":""d82a25ad-0927-4b81-891c-62f6ebf1392c"",""tenant"":""admin"",""username"":""admin""}","{""endpoint"":""http://localhost:8081/api/v1/catalogs/ftp/retrieve"",""requestMethod"":""POST"",""ip"":""ip6-localhost"",""userId"":""d82a25ad-0927-4b81-891c-62f6ebf1392c"",""tenant"":""admin"",""username"":""admin""}",ip6-localhost,INFO,3,"Inbound Request : {""endpoint"":""http://localhost:8081/api/v1/catalogs/ftp/retrieve"",""requestMethod"":""POST"",""ip"":""ip6-localhost"",""userId"":""d82a25ad-0927-4b81-891c-62f6ebf1392c"",""tenant"":""admin"",""username"":""admin""}",2,POST,manjunathr,manjunathr,NL-CATALOG,InboundOutboundLoggingFilter,localhost,,admin,2021-05-03T12:50:13.395Z,d82a25ad-0927-4b81-891c-62f6ebf1392c,admin
